Log start on, 2023-11-02 16:35:23
Feature, Gyroscope
NodeName, HostTimestamp (ms), notificationTime, timeStamp, RawData, X (dps), Y (dps), Z (dps)
AM1V430 @A856F0, 15911, Thu Nov 02 16:35:39 GMT+01:00 2023, 11967, [-65 46 -111 -1 -35 -3 -41 -5 32 -3 3 -12 37 4 -2 1 -121 -1 -43 -1], -73.6, -306.9, 106.1
AM1V430 @A856F0, 15962, Thu Nov 02 16:35:39 GMT+01:00 2023, 11973, [-59 46 23 -1 57 -2 -87 -5 -5 0 -99 1 -8 -2 50 2 -105 -1 -70 -1], 25.1, 41.3, -26.4
AM1V430 @A856F0, 16016, Thu Nov 02 16:35:39 GMT+01:00 2023, 11980, [-52 46 48 -1 -62 -2 25 -3 -96 -2 -76 -3 57 1 59 2 -100 -1 -78 -1], -35.2, -58.8, 31.3
AM1V430 @A856F0, 16069, Thu Nov 02 16:35:39 GMT+01:00 2023, 11986, [-46 46 104 -2 -106 -2 26 -4 -128 -2 52 1 27 0 44 2 -93 -1 -58 -1], -38.4, 30.8, 2.7
AM1V430 @A856F0, 16120, Thu Nov 02 16:35:39 GMT+01:00 2023, 11992, [-40 46 -89 -2 -24 -2 -69 -4 -100 -2 -90 1 -64 1 55 2 -72 -1 -43 -1], -35.6, 42.2, 44.8
AM1V430 @A856F0, 16156, Thu Nov 02 16:35:39 GMT+01:00 2023, 11998, [-34 46 -115 -2 -50 -2 -19 -4 72 -2 -53 0 -64 3 55 2 -48 -1 -27 -1], -44.0, 20.3, 96.0
AM1V430 @A856F0, 16207, Thu Nov 02 16:35:39 GMT+01:00 2023, 12005, [-27 46 124 -1 41 -1 -4 -4 -100 0 -127 2 83 2 47 2 -12 -1 -15 -1], 15.6, 64.1, 59.5
AM1V430 @A856F0, 16260, Thu Nov 02 16:35:39 GMT+01:00 2023, 12011, [-21 46 63 -1 3 -1 16 -4 -88 0 106 2 -116 -1 26 2 -21 -1 10 0], 16.8, 61.8, -11.6
AM1V430 @A856F0, 16314, Thu Nov 02 16:35:39 GMT+01:00 2023, 12017, [-15 46 61 -1 8 -1 -54 -4 67 -1 125 -1 29 -1 16 2 -33 -1 12 0], -18.9, -13.1, -22.7
AM1V430 @A856F0, 16365, Thu Nov 02 16:35:39 GMT+01:00 2023, 12023, [-9 46 116 -1 -10 -2 94 -4 -91 0 94 0 -70 -2 4 2 -39 -1 7 0], 16.5, 9.4, -32.6
AM1V430 @A856F0, 16420, Thu Nov 02 16:35:39 GMT+01:00 2023, 12030, [-2 46 47 -1 -20 -2 -39 -5 7 0 -80 -2 92 -2 10 2 -39 -1 4 0], 0.7, -33.6, -42.0
AM1V430 @A856F0, 16471, Thu Nov 02 16:35:39 GMT+01:00 2023, 12036, [4 47 -66 -1 -5 -2 -120 -5 55 -3 100 -9 93 0 53 2 -34 -1 -33 -1], -71.3, -220.4, 9.3
AM1V430 @A856F0, 16502, Thu Nov 02 16:35:39 GMT+01:00 2023, 12042, [10 47 -4 -2 43 -1 118 -4 6 -5 -1 -14 17 -1 -105 2 -7 -1 127 -1], -127.4, -332.9, -23.9
AM1V430 @A856F0, 16560, Thu Nov 02 16:35:39 GMT+01:00 2023, 12048, [16 47 18 -2 112 -1 31 -3 -106 -5 9 -12 -5 -3 -38 2 -6 -1 22 -1], -113.0, -306.3, -51.7
AM1V430 @A856F0, 16612, Thu Nov 02 16:35:39 GMT+01:00 2023, 12055, [23 47 -83 -3 -121 -1 94 -3 -44 -5 -118 -10 28 -2 -24 2 -7 -1 -86 -2], -106.8, -242.2, -48.4
AM1V430 @A856F0, 16663, Thu Nov 02 16:35:39 GMT+01:00 2023, 12061, [29 47 -68 -4 23 -1 -117 -2 -125 -6 92 -7 36 -4 -30 2 -43 -1 98 -2], -140.5, -170.0, -98.8
AM1V430 @A856F0, 16716, Thu Nov 02 16:35:39 GMT+01:00 2023, 12067, [35 47 -8 -5 2 -1 118 -1 -25 -6 30 -4 0 -2 -38 2 -69 -1 76 -2], -130.5, -99.4, -51.2
AM1V430 @A856F0, 16767, Thu Nov 02 16:35:40 GMT+01:00 2023, 12073, [41 47 -13 -5 19 -1 116 0 37 -5 32 -3 116 0 -39 2 -87 -1 50 -2], -124.3, -73.6, 11.6
AM1V430 @A856F0, 16819, Thu Nov 02 16:35:40 GMT+01:00 2023, 12080, [48 47 87 -4 104 -1 -23 0 67 -2 -69 -2 -16 -1 -45 2 -81 -1 43 -2], -44.5, -32.5, -1.6
AM1V430 @A856F0, 16854, Thu Nov 02 16:35:40 GMT+01:00 2023, 12086, [54 47 26 -4 72 -1 36 1 -15 0 -85 0 -79 -1 -44 2 -88 -1 38 -2], 24.1, 17.1, -7.9
AM1V430 @A856F0, 16907, Thu Nov 02 16:35:40 GMT+01:00 2023, 12092, [60 47 -60 -5 -52 -2 -127 2 9 4 -70 3 118 0 -48 2 -79 -1 50 -2], 103.3, 95.4, 11.8
AM1V430 @A856F0, 16959, Thu Nov 02 16:35:40 GMT+01:00 2023, 12098, [66 47 108 -5 -86 -2 -11 0 47 5 -76 4 82 -1 -44 2 -75 -1 107 -2], 132.7, 120.4, -17.4
AM1V430 @A856F0, 17013, Thu Nov 02 16:35:40 GMT+01:00 2023, 12105, [73 47 22 -3 -125 -2 103 -1 -42 7 -53 7 -60 2 -30 2 -61 -1 -105 -2], 200.6, 199.5, 70.8
AM1V430 @A856F0, 17064, Thu Nov 02 16:35:40 GMT+01:00 2023, 12111, [79 47 -33 -4 -60 -2 3 -4 -75 3 -107 4 -25 0 -50 2 -64 -1 -56 -2], 94.9, 117.3, 23.1
AM1V430 @A856F0, 17118, Thu Nov 02 16:35:40 GMT+01:00 2023, 12117, [85 47 101 -2 -32 -2 -7 -6 -12 2 55 5 78 0 -65 2 -63 -1 -24 -2], 75.6, 133.5, 7.8
AM1V430 @A856F0, 17172, Thu Nov 02 16:35:40 GMT+01:00 2023, 12123, [91 47 -59 -2 -47 -2 76 -7 -80 -2 64 1 44 -1 -72 2 -79 -1 3 -1], -33.6, 32.0, -21.2
AM1V430 @A856F0, 17203, Thu Nov 02 16:35:40 GMT+01:00 2023, 12130, [98 47 100 -2 -49 -2 -97 -5 -25 -6 100 0 -59 -3 -87 2 -70 -1 25 -1], -130.5, 10.0, -57.1
AM1V430 @A856F0, 17258, Thu Nov 02 16:35:40 GMT+01:00 2023, 12136, [104 47 -55 -3 124 -2 -44 -4 104 -6 98 1 -51 -4 -92 2 -75 -1 70 -1], -143.2, 35.4, -81.9
AM1V430 @A856F0, 17312, Thu Nov 02 16:35:40 GMT+01:00 2023, 12142, [110 47 45 -3 -45 -2 -11 -3 114 -6 61 -1 89 -3 -99 2 -72 -1 93 -1], -142.2, -19.5, -67.9
AM1V430 @A856F0, 17363, Thu Nov 02 16:35:40 GMT+01:00 2023, 12148, [116 47 43 -3 27 -1 89 -2 -39 -4 -95 0 10 -3 -98 2 -69 -1 112 -1], -80.7, 16.1, -75.8
AM1V430 @A856F0, 17413, Thu Nov 02 16:35:40 GMT+01:00 2023, 12155, [123 47 -93 -3 96 -1 -93 -4 112 -3 50 0 56 -2 -122 2 -78 -1 -123 -1], -65.6, 5.0, -45.6
AM1V430 @A856F0, 17466, Thu Nov 02 16:35:40 GMT+01:00 2023, 12161, [-127 47 39 -3 -127 -1 46 -2 100 -3 67 -1 -51 -2 -113 2 -84 -1 -123 -1], -66.8, -18.9, -30.7
AM1V430 @A856F0, 17520, Thu Nov 02 16:35:40 GMT+01:00 2023, 12167, [-121 47 -76 -3 -66 -1 28 -3 112 -2 119 -1 -33 -3 -104 2 -87 -1 -126 -1], -40.0, -13.7, -54.5
AM1V430 @A856F0, 17554, Thu Nov 02 16:35:40 GMT+01:00 2023, 12173, [-115 47 64 -3 -127 -1 -120 -3 76 -2 -1 -2 -94 -2 -102 2 -88 -1 -126 -1], -43.6, -25.7, -35.0
AM1V430 @A856F0, 17607, Thu Nov 02 16:35:40 GMT+01:00 2023, 12180, [-108 47 10 -3 -125 -1 -12 -3 -41 -3 -121 -4 25 -2 -92 2 -100 -1 115 -1], -55.3, -88.9, -48.7
AM1V430 @A856F0, 17659, Thu Nov 02 16:35:40 GMT+01:00 2023, 12186, [-102 47 -73 -4 117 -1 66 -3 96 -1 -10 -1 43 -2 -86 2 -109 -1 97 -1], -16.0, -1.0, -46.9
AM1V430 @A856F0, 17712, Thu Nov 02 16:35:40 GMT+01:00 2023, 12192, [-96 47 -91 -4 126 -1 -97 -2 28 -1 -111 -1 -33 -2 -92 2 -111 -1 99 -1], -22.8, -11.1, -28.9
AM1V430 @A856F0, 17774, Thu Nov 02 16:35:41 GMT+01:00 2023, 12198, [-90 47 -107 -4 -113 -1 -74 -3 58 0 -104 0 63 -1 -96 2 -121 -1 102 -1], 5.8, 15.2, -19.3
AM1V430 @A856F0, 17819, Thu Nov 02 16:35:41 GMT+01:00 2023, 12205, [-83 47 89 -4 52 -1 60 -3 -99 0 108 1 -124 0 -108 2 -115 -1 114 -1], 15.7, 36.4, 13.2
AM1V430 @A856F0, 17869, Thu Nov 02 16:35:41 GMT+01:00 2023, 12211, [-77 47 116 -4 -110 -1 -28 -4 3 0 45 1 -46 0 -117 2 -120 -1 -124 -1], 0.3, 30.1, 21.0
AM1V430 @A856F0, 17905, Thu Nov 02 16:35:41 GMT+01:00 2023, 12217, [-71 47 119 -4 109 -1 20 -4 116 -1 -34 0 -20 1 -125 2 -105 -1 -117 -1], -14.0, 22.2, 49.2
AM1V430 @A856F0, 17959, Thu Nov 02 16:35:41 GMT+01:00 2023, 12223, [-65 47 -24 -4 -68 -1 -59 -4 97 -2 -7 -1 113 2 -117 2 -75 -1 -102 -1], -41.5, -0.7, 62.5
AM1V430 @A856F0, 18010, Thu Nov 02 16:35:41 GMT+01:00 2023, 12230, [-58 47 25 -3 -44 -1 77 -3 -43 -2 -119 0 -52 2 -114 2 -42 -1 -96 -1], -29.9, 13.7, 71.6
AM1V430 @A856F0, 18063, Thu Nov 02 16:35:41 GMT+01:00 2023, 12236, [-52 47 98 -3 25 0 96 -2 -24 -2 88 0 -77 3 -113 2 -16 -1 -81 -1], -28.0, 8.8, 94.7
AM1V430 @A856F0, 18114, Thu Nov 02 16:35:41 GMT+01:00 2023, 12242, [-46 47 122 -3 51 0 117 -2 -72 0 7 2 99 3 -113 2 24 0 -55 -1], 18.4, 51.9, 86.7
AM1V430 @A856F0, 18168, Thu Nov 02 16:35:41 GMT+01:00 2023, 12248, [-40 47 -101 -3 10 0 -110 -2 -7 1 36 2 -19 3 124 2 45 0 -33 -1], 50.5, 54.8, 100.5
AM1V430 @A856F0, 18220, Thu Nov 02 16:35:41 GMT+01:00 2023, 12255, [-33 47 69 -2 0 0 -86 -2 -29 2 -32 1 83 3 100 2 43 0 -16 -1], 73.9, 48.0, 85.1
AM1V430 @A856F0, 18257, Thu Nov 02 16:35:41 GMT+01:00 2023, 12261, [-27 47 13 -1 -33 -1 93 -3 0 4 92 2 29 3 76 2 43 0 -13 -1], 102.4, 60.4, 79.7
AM1V430 @A856F0, 18309, Thu Nov 02 16:35:41 GMT+01:00 2023, 12267, [-21 47 121 0 24 0 -85 -5 -51 3 -72 1 -87 1 64 2 24 0 6 0], 97.3, 44.0, 42.5
AM1V430 @A856F0, 18360, Thu Nov 02 16:35:41 GMT+01:00 2023, 12273, [-15 47 -96 0 -22 -1 -113 -5 -14 2 116 1 -72 0 41 2 -6 -1 3 0], 75.4, 37.2, 18.4
AM1V430 @A856F0, 18412, Thu Nov 02 16:35:41 GMT+01:00 2023, 12280, [-8 47 101 0 -64 -1 14 -5 51 2 -32 0 78 -1 26 2 -28 -1 -6 -1], 56.3, 22.4, -17.8
AM1V430 @A856F0, 18461, Thu Nov 02 16:35:41 GMT+01:00 2023, 12286, [-2 47 -70 -1 107 -1 34 -5 29 1 28 0 -15 -3 19 2 -40 -1 -10 -1], 28.5, 2.8, -52.7
AM1V430 @A856F0, 18517, Thu Nov 02 16:35:41 GMT+01:00 2023, 12292, [4 48 91 -1 79 -1 75 -5 0 0 -124 -1 -116 -3 22 2 -63 -1 -13 -1], 0.0, -12.4, -62.8
AM1V430 @A856F0, 18570, Thu Nov 02 16:35:41 GMT+01:00 2023, 12298, [10 48 66 -1 95 -1 -19 -5 29 -1 -38 -2 77 -3 26 2 -58 -1 -19 -1], -22.7, -29.4, -69.1
AM1V430 @A856F0, 18606, Thu Nov 02 16:35:41 GMT+01:00 2023, 12305, [17 48 -34 -2 107 -1 37 -4 -63 -2 22 -1 7 -2 26 2 -75 -1 -25 -1], -31.9, -23.4, -50.5
AM1V430 @A856F0, 18657, Thu Nov 02 16:35:41 GMT+01:00 2023, 12311, [23 48 -80 -2 115 -1 -71 -4 -93 -1 -68 -1 -74 -2 43 2 -85 -1 -24 -1], -9.3, -6.8, -33.0
AM1V430 @A856F0, 18709, Thu Nov 02 16:35:41 GMT+01:00 2023, 12317, [29 48 68 -2 112 -1 18 -3 42 0 -49 -2 -53 -3 47 2 -76 -1 -30 -1], 4.2, -30.5, -56.5
AM1V430 @A856F0, 18761, Thu Nov 02 16:35:42 GMT+01:00 2023, 12323, [35 48 -2 -4 100 -1 -115 -5 -85 0 -30 -4 122 -1 55 2 -103 -1 -64 -1], 17.1, -79.8, -13.4
AM1V430 @A856F0, 18814, Thu Nov 02 16:35:42 GMT+01:00 2023, 12330, [42 48 -21 -3 120 -1 -54 -5 18 -1 -44 -3 -36 -3 92 2 -97 -1 -79 -1], -23.8, -55.6, -54.8
AM1V430 @A856F0, 18867, Thu Nov 02 16:35:42 GMT+01:00 2023, 12336, [48 48 -72 -3 57 -1 23 -3 103 -4 -60 -5 -83 -2 113 2 -105 -1 -97 -1], -92.1, -108.4, -33.9
AM1V430 @A856F0, 18920, Thu Nov 02 16:35:42 GMT+01:00 2023, 12342, [54 48 -73 -4 75 -1 35 -3 83 -3 70 -1 82 -3 124 2 -108 -1 -103 -1], -68.5, -18.6, -68.6
AM1V430 @A856F0, 18957, Thu Nov 02 16:35:42 GMT+01:00 2023, 12348, [60 48 -91 -4 119 -1 -117 -3 21 -3 -112 -1 -46 -3 125 2 -109 -1 -99 -1], -74.7, -11.2, -55.8
AM1V430 @A856F0, 19009, Thu Nov 02 16:35:42 GMT+01:00 2023, 12355, [67 48 -103 -4 -105 -1 27 -3 58 -2 -84 -1 76 -1 125 2 -106 -1 -93 -1], -45.4, -8.4, -18.0
AM1V430 @A856F0, 19060, Thu Nov 02 16:35:42 GMT+01:00 2023, 12361, [73 48 29 -4 -100 -1 -119 -3 -81 -3 107 0 97 -1 -128 2 -94 -1 -78 -1], -59.3, 10.7, -15.9
AM1V430 @A856F0, 19113, Thu Nov 02 16:35:42 GMT+01:00 2023, 12367, [79 48 -117 -4 -88 -1 26 -3 -120 -2 -18 0 81 1 110 2 -88 -1 -52 -1], -37.6, 23.8, 33.7
AM1V430 @A856F0, 19164, Thu Nov 02 16:35:42 GMT+01:00 2023, 12373, [85 48 -81 -4 -74 -1 79 -3 -78 -2 15 2 13 2 98 2 -60 -1 -10 -1], -33.4, 52.7, 52.5
AM1V430 @A856F0, 19216, Thu Nov 02 16:35:42 GMT+01:00 2023, 12380, [92 48 114 -3 -64 -1 91 -3 105 -1 -37 1 -23 2 80 2 -31 -1 6 0], -15.1, 47.5, 74.5
AM1V430 @A856F0, 19271, Thu Nov 02 16:35:42 GMT+01:00 2023, 12386, [98 48 81 -2 -10 -1 -37 -3 -47 -1 -124 1 -79 3 64 2 -9 -1 30 0], -4.7, 38.8, 94.5
AM1V430 @A856F0, 19306, Thu Nov 02 16:35:42 GMT+01:00 2023, 12392, [104 48 -78 -2 -15 -1 33 -2 -16 0 112 2 15 4 35 2 24 0 39 0], 24.0, 62.4, 103.9
AM1V430 @A856F0, 19354, Thu Nov 02 16:35:42 GMT+01:00 2023, 12398, [110 48 102 -1 14 0 75 -2 -119 1 8 2 -46 3 14 2 33 0 43 0], 39.3, 52.0, 97.8
AM1V430 @A856F0, 19409, Thu Nov 02 16:35:42 GMT+01:00 2023, 12405, [117 48 -36 0 51 0 -59 -4 -128 3 -81 1 8 4 -11 1 30 0 61 0], 89.6, 43.1, 103.2
AM1V430 @A856F0, 19463, Thu Nov 02 16:35:42 GMT+01:00 2023, 12411, [123 48 -79 0 70 0 -96 -4 -105 2 7 1 74 2 -14 1 21 0 63 0], 66.3, 26.3, 58.6
AM1V430 @A856F0, 19513, Thu Nov 02 16:35:42 GMT+01:00 2023, 12417, [-127 48 -108 1 -110 0 51 -4 106 3 -99 1 96 1 -28 1 -7 -1 51 0], 87.4, 41.3, 35.2
AM1V430 @A856F0, 19567, Thu Nov 02 16:35:42 GMT+01:00 2023, 12423, [-121 48 -27 0 77 0 70 -6 42 3 24 2 118 -2 -58 1 -43 -1 55 0], 81.0, 53.6, -39.4
AM1V430 @A856F0, 19620, Thu Nov 02 16:35:42 GMT+01:00 2023, 12430, [-114 48 57 0 127 0 48 -6 -65 0 39 0 -111 -3 -74 1 -66 -1 34 0], 19.1, 3.9, -62.3
AM1V430 @A856F0, 19659, Thu Nov 02 16:35:42 GMT+01:00 2023, 12436, [-108 48 -62 -2 -62 -1 -89 -6 4 -1 79 -1 -87 -3 -91 1 -81 -1 31 0], -25.2, -17.7, -59.9
AM1V430 @A856F0, 19707, Thu Nov 02 16:35:42 GMT+01:00 2023, 12442, [-102 48 -118 -2 31 0 10 -5 37 -1 -51 -1 34 -2 -94 1 -73 -1 39 0], -21.9, -5.1, -47.8
AM1V430 @A856F0, 19761, Thu Nov 02 16:35:43 GMT+01:00 2023, 12448, [-96 48 122 -1 -128 0 -12 -5 -45 -2 83 -1 15 -1 -98 1 -54 -1 45 0], -30.1, -17.3, -24.1
AM1V430 @A856F0, 19812, Thu Nov 02 16:35:43 GMT+01:00 2023, 12455, [-89 48 -110 -1 21 0 -96 -3 47 -1 14 0 -109 -3 -91 1 -42 -1 54 0], -20.9, 1.4, -62.1
AM1V430 @A856F0, 19866, Thu Nov 02 16:35:43 GMT+01:00 2023, 12461, [-83 48 57 -1 -11 -2 -18 -3 -128 0 -53 -1 64 -2 -106 1 -34 -1 51 0], 12.8, -5.3, -44.8
AM1V430 @A856F0, 19917, Thu Nov 02 16:35:43 GMT+01:00 2023, 12467, [-77 48 -35 -2 -80 -3 -115 -4 -114 1 99 0 39 -2 -112 1 -49 -1 46 0], 39.8, 9.9, -47.3
AM1V430 @A856F0, 19972, Thu Nov 02 16:35:43 GMT+01:00 2023, 12473, [-71 48 58 -2 10 -3 62 -5 3 1 -126 -1 24 -1 -109 1 -72 -1 36 0], 25.9, -12.6, -23.2
AM1V430 @A856F0, 20007, Thu Nov 02 16:35:43 GMT+01:00 2023, 12480, [-64 48 -96 -2 82 -3 -57 -5 96 -1 -60 -1 -7 0 -104 1 -69 -1 34 0], -16.0, -6.0, 24.9
AM1V430 @A856F0, 20053, Thu Nov 02 16:35:43 GMT+01:00 2023, 12486, [-58 48 105 -1 70 -2 106 -4 -22 -3 -75 -2 72 1 -100 1 -48 -1 48 0], -53.4, -33.1, 32.8
AM1V430 @A856F0, 20108, Thu Nov 02 16:35:43 GMT+01:00 2023, 12492, [-52 48 -41 -2 -55 -2 -79 -4 88 -2 -53 -2 -117 2 -83 1 -46 -1 45 0], -42.4, -30.9, 65.1
AM1V430 @A856F0, 20159, Thu Nov 02 16:35:43 GMT+01:00 2023, 12498, [-46 48 119 -1 -16 -1 56 -3 32 -1 113 -1 -59 1 -62 1 -31 -1 51 0], -22.4, -14.3, 45.3
AM1V430 @A856F0, 20215, Thu Nov 02 16:35:43 GMT+01:00 2023, 12505, [-39 48 107 -1 87 0 32 -3 100 -1 -86 -1 -90 2 -47 1 -30 -1 54 0], -15.6, -8.6, 67.8
AM1V430 @A856F0, 20286, Thu Nov 02 16:35:43 GMT+01:00 2023, 12511, [-33 48 5 -1 54 0 17 -4 -9 0 31 2 -127 1 -46 1 -27 -1 49 0], 24.7, 54.3, 38.5
AM1V430 @A856F0, 20326, Thu Nov 02 16:35:43 GMT+01:00 2023, 12517, [-27 48 56 -1 -127 0 -88 -5 5 -1 -16 2 -18 1 -71 1 -24 -1 78 0], -25.1, 75.2, 49.4
AM1V430 @A856F0, 20356, Thu Nov 02 16:35:43 GMT+01:00 2023, 12523, [-21 48 24 0 -99 1 -60 -5 -123 0 84 4 101 2 -103 1 -21 -1 91 0], 13.3, 110.8, 61.3
AM1V430 @A856F0, 20407, Thu Nov 02 16:35:43 GMT+01:00 2023, 12530, [-14 48 -7 0 -106 2 -35 -5 -26 -2 -64 2 98 0 119 1 -19 -1 106 0], -28.2, 70.4, 9.8
AM1V430 @A856F0, 20461, Thu Nov 02 16:35:43 GMT+01:00 2023, 12536, [-8 48 -117 1 115 3 -9 -4 -40 -2 35 1 102 -1 104 1 -6 -1 117 0], -29.6, 29.1, -15.4
AM1V430 @A856F0, 20513, Thu Nov 02 16:35:43 GMT+01:00 2023, 12542, [-2 48 106 1 58 2 -13 -4 35 1 106 0 64 -3 90 1 0 0 115 0], 29.1, 10.6, -70.4
AM1V430 @A856F0, 20563, Thu Nov 02 16:35:43 GMT+01:00 2023, 12548, [4 49 98 0 81 1 17 -3 57 -1 -121 -1 -35 -3 77 1 -3 -1 118 0], -19.9, -12.1, -54.7
AM1V430 @A856F0, 20617, Thu Nov 02 16:35:43 GMT+01:00 2023, 12555, [11 49 34 0 -128 0 27 -4 79 1 7 0 -90 -4 68 1 -16 -1 112 0], 33.5, 0.7, -85.8
AM1V430 @A856F0, 20669, Thu Nov 02 16:35:43 GMT+01:00 2023, 12561, [17 49 -78 0 40 0 53 -3 12 1 114 -1 86 -3 56 1 -10 -1 109 0], 26.8, -14.2, -68.2
AM1V430 @A856F0, 20710, Thu Nov 02 16:35:43 GMT+01:00 2023, 12567, [23 49 101 -1 66 -1 -98 -4 42 2 -10 -1 22 -3 50 1 -31 -1 100 0], 55.4, -1.0, -74.6
AM1V430 @A856F0, 20754, Thu Nov 02 16:35:44 GMT+01:00 2023, 12573, [29 49 71 0 -95 -2 -29 -5 -76 1 -73 -1 109 -2 59 1 -46 -1 82 0], 43.6, -7.3, -40.3
AM1V430 @A856F0, 20811, Thu Nov 02 16:35:44 GMT+01:00 2023, 12580, [36 49 32 -1 39 -3 -85 -5 -127 2 116 -1 -124 -2 62 1 -51 -1 84 0], 64.1, -14.0, -38.0
AM1V430 @A856F0, 20865, Thu Nov 02 16:35:44 GMT+01:00 2023, 12586, [42 49 25 -1 97 -3 98 -5 29 0 94 -2 -22 -1 81 1 -64 -1 70 0], 2.9, -41.8, -2.2
AM1V430 @A856F0, 20915, Thu Nov 02 16:35:44 GMT+01:00 2023, 12592, [48 49 92 -1 -16 -3 -98 -5 -54 -2 -33 -2 -59 0 92 1 -57 -1 67 0], -31.0, -28.9, 19.7
AM1V430 @A856F0, 20969, Thu Nov 02 16:35:44 GMT+01:00 2023, 12598, [54 49 -65 -1 -109 -2 127 -4 38 -1 48 -1 89 1 95 1 -42 -1 66 0], -21.8, -20.8, 34.5
AM1V430 @A856F0, 21020, Thu Nov 02 16:35:44 GMT+01:00 2023, 12605, [61 49 -71 -1 30 -1 87 -4 -43 -2 43 -1 -71 1 108 1 -45 -1 75 0], -29.9, -21.3, 44.1
AM1V430 @A856F0, 21062, Thu Nov 02 16:35:44 GMT+01:00 2023, 12611, [67 49 -55 -1 -120 -1 53 -4 110 -1 60 -1 87 1 114 1 -46 -1 76 0], -14.6, -19.6, 34.3
AM1V430 @A856F0, 21107, Thu Nov 02 16:35:44 GMT+01:00 2023, 12617, [73 49 10 -1 -82 -1 -75 -4 74 -2 81 -1 22 2 -121 1 -27 -1 72 0], -43.8, -17.5, 53.4
AM1V430 @A856F0, 21157, Thu Nov 02 16:35:44 GMT+01:00 2023, 12623, [79 49 -125 0 -81 0 -39 -4 31 -2 -63 -1 -120 2 -112 1 -12 -1 88 0], -48.1, -6.3, 64.8
AM1V430 @A856F0, 21213, Thu Nov 02 16:35:44 GMT+01:00 2023, 12630, [86 49 -24 -1 20 1 -118 -3 57 -1 48 0 -77 1 -101 1 -3 -1 81 0], -19.9, 4.8, 43.5
AM1V430 @A856F0, 21266, Thu Nov 02 16:35:44 GMT+01:00 2023, 12636, [92 49 25 0 -7 0 -62 -4 -79 0 7 0 48 1 -86 1 -6 -1 85 0], 17.7, 0.7, 30.4
AM1V430 @A856F0, 21316, Thu Nov 02 16:35:44 GMT+01:00 2023, 12642, [98 49 33 -1 -26 0 -27 -4 17 2 -56 0 -7 -1 -85 1 -10 -1 81 0], 52.9, 20.0, -0.7
AM1V430 @A856F0, 21369, Thu Nov 02 16:35:44 GMT+01:00 2023, 12648, [104 49 99 -1 121 0 65 -5 118 1 12 1 -128 1 -91 1 -33 -1 70 0], 37.4, 26.8, 38.4
AM1V430 @A856F0, 21402, Thu Nov 02 16:35:44 GMT+01:00 2023, 12655, [111 49 32 -1 -54 0 -98 -5 68 1 -101 0 10 1 -89 1 -40 -1 72 0], 32.4, 15.5, 26.6
AM1V430 @A856F0, 21456, Thu Nov 02 16:35:44 GMT+01:00 2023, 12661, [117 49 -13 -2 52 0 -100 -4 31 1 114 -1 -43 2 -80 1 -34 -1 66 0], 28.7, -14.2, 72.5
AM1V430 @A856F0, 21509, Thu Nov 02 16:35:44 GMT+01:00 2023, 12667, [123 49 52 -1 22 0 127 -4 -79 2 74 -2 121 1 -38 1 -49 -1 37 0], 68.9, -43.8, 37.7
AM1V430 @A856F0, 21562, Thu Nov 02 16:35:44 GMT+01:00 2023, 12673, [-127 49 101 -1 -58 -1 -84 -4 56 1 -73 -4 -62 4 -8 1 -45 -1 16 0], 31.2, -84.1, 121.8
AM1V430 @A856F0, 21618, Thu Nov 02 16:35:44 GMT+01:00 2023, 12680, [-120 49 23 -2 105 -1 25 -4 -14 2 116 0 -19 3 37 2 -39 -1 -3 -1], 75.4, 11.6, 100.5
AM1V430 @A856F0, 21668, Thu Nov 02 16:35:44 GMT+01:00 2023, 12686, [-114 49 64 -1 89 -1 -66 -5 6 1 -38 -5 77 3 65 2 -25 -1 -28 -1], 26.2, -106.2, 84.5
AM1V430 @A856F0, 21720, Thu Nov 02 16:35:45 GMT+01:00 2023, 12692, [-108 49 -32 -3 1 -1 -80 -6 -127 0 -35 -1 39 3 74 2 -18 -1 -37 -1], 12.9, -3.5, 80.7
AM1V430 @A856F0, 21754, Thu Nov 02 16:35:45 GMT+01:00 2023, 12698, [-102 49 25 -1 -5 -1 -89 -4 -1 -5 8 4 -99 1 73 2 33 0 -15 -1], -102.5, 103.2, 41.3
AM1V430 @A856F0, 21806, Thu Nov 02 16:35:45 GMT+01:00 2023, 12705, [-95 49 43 -1 -98 -1 -117 -4 -41 -8 8 0 87 2 43 2 102 0 24 0], -183.3, 0.8, 59.9
AM1V430 @A856F0, 21858, Thu Nov 02 16:35:45 GMT+01:00 2023, 12711, [-89 49 87 -1 -51 0 30 -4 -69 -3 -22 2 108 -2 31 2 -114 0 49 0], -58.1, 74.6, -40.4
AM1V430 @A856F0, 21913, Thu Nov 02 16:35:45 GMT+01:00 2023, 12717, [-83 49 84 -1 -41 0 23 -4 102 -5 72 -2 101 -2 37 2 -84 0 46 0], -117.8, -44.0, -41.1
AM1V430 @A856F0, 21963, Thu Nov 02 16:35:45 GMT+01:00 2023, 12723, [-77 49 101 -1 79 1 47 -3 6 -4 36 1 -52 -5 38 2 -73 0 31 0], -101.8, 29.2, -107.6
AM1V430 @A856F0, 22018, Thu Nov 02 16:35:45 GMT+01:00 2023, 12730, [-70 49 26 -2 -17 0 91 -4 113 -2 -95 -1 27 -5 32 2 -76 0 40 0], -39.9, -9.5, -125.3
