Log start on, 2023-11-02 16:35:23
Feature, Magnetometer
NodeName, HostTimestamp (ms), notificationTime, timeStamp, RawData, X (mGa), Y (mGa), Z (mGa)
AM1V430 @A856F0, 18814, Thu Nov 02 16:35:42 GMT+01:00 2023, 12330, [42 48 -21 -3 120 -1 -54 -5 18 -1 -44 -3 -36 -3 92 2 -97 -1 -79 -1], 604.0, -97.0, -79.0
AM1V430 @A856F0, 18867, Thu Nov 02 16:35:42 GMT+01:00 2023, 12336, [48 48 -72 -3 57 -1 23 -3 103 -4 -60 -5 -83 -2 113 2 -105 -1 -97 -1], 625.0, -105.0, -97.0
AM1V430 @A856F0, 18920, Thu Nov 02 16:35:42 GMT+01:00 2023, 12342, [54 48 -73 -4 75 -1 35 -3 83 -3 70 -1 82 -3 124 2 -108 -1 -103 -1], 636.0, -108.0, -103.0
AM1V430 @A856F0, 18957, Thu Nov 02 16:35:42 GMT+01:00 2023, 12348, [60 48 -91 -4 119 -1 -117 -3 21 -3 -112 -1 -46 -3 125 2 -109 -1 -99 -1], 637.0, -109.0, -99.0
AM1V430 @A856F0, 19009, Thu Nov 02 16:35:42 GMT+01:00 2023, 12355, [67 48 -103 -4 -105 -1 27 -3 58 -2 -84 -1 76 -1 125 2 -106 -1 -93 -1], 637.0, -106.0, -93.0
AM1V430 @A856F0, 19060, Thu Nov 02 16:35:42 GMT+01:00 2023, 12361, [73 48 29 -4 -100 -1 -119 -3 -81 -3 107 0 97 -1 -128 2 -94 -1 -78 -1], 640.0, -94.0, -78.0
AM1V430 @A856F0, 19113, Thu Nov 02 16:35:42 GMT+01:00 2023, 12367, [79 48 -117 -4 -88 -1 26 -3 -120 -2 -18 0 81 1 110 2 -88 -1 -52 -1], 622.0, -88.0, -52.0
AM1V430 @A856F0, 19164, Thu Nov 02 16:35:42 GMT+01:00 2023, 12373, [85 48 -81 -4 -74 -1 79 -3 -78 -2 15 2 13 2 98 2 -60 -1 -10 -1], 610.0, -60.0, -10.0
AM1V430 @A856F0, 19216, Thu Nov 02 16:35:42 GMT+01:00 2023, 12380, [92 48 114 -3 -64 -1 91 -3 105 -1 -37 1 -23 2 80 2 -31 -1 6 0], 592.0, -31.0, 6.0
AM1V430 @A856F0, 19271, Thu Nov 02 16:35:42 GMT+01:00 2023, 12386, [98 48 81 -2 -10 -1 -37 -3 -47 -1 -124 1 -79 3 64 2 -9 -1 30 0], 576.0, -9.0, 30.0
AM1V430 @A856F0, 19307, Thu Nov 02 16:35:42 GMT+01:00 2023, 12392, [104 48 -78 -2 -15 -1 33 -2 -16 0 112 2 15 4 35 2 24 0 39 0], 547.0, 24.0, 39.0
AM1V430 @A856F0, 19354, Thu Nov 02 16:35:42 GMT+01:00 2023, 12398, [110 48 102 -1 14 0 75 -2 -119 1 8 2 -46 3 14 2 33 0 43 0], 526.0, 33.0, 43.0
AM1V430 @A856F0, 19410, Thu Nov 02 16:35:42 GMT+01:00 2023, 12405, [117 48 -36 0 51 0 -59 -4 -128 3 -81 1 8 4 -11 1 30 0 61 0], 501.0, 30.0, 61.0
AM1V430 @A856F0, 19463, Thu Nov 02 16:35:42 GMT+01:00 2023, 12411, [123 48 -79 0 70 0 -96 -4 -105 2 7 1 74 2 -14 1 21 0 63 0], 498.0, 21.0, 63.0
AM1V430 @A856F0, 19513, Thu Nov 02 16:35:42 GMT+01:00 2023, 12417, [-127 48 -108 1 -110 0 51 -4 106 3 -99 1 96 1 -28 1 -7 -1 51 0], 484.0, -7.0, 51.0
AM1V430 @A856F0, 19567, Thu Nov 02 16:35:42 GMT+01:00 2023, 12423, [-121 48 -27 0 77 0 70 -6 42 3 24 2 118 -2 -58 1 -43 -1 55 0], 454.0, -43.0, 55.0
AM1V430 @A856F0, 19621, Thu Nov 02 16:35:42 GMT+01:00 2023, 12430, [-114 48 57 0 127 0 48 -6 -65 0 39 0 -111 -3 -74 1 -66 -1 34 0], 438.0, -66.0, 34.0
AM1V430 @A856F0, 19660, Thu Nov 02 16:35:42 GMT+01:00 2023, 12436, [-108 48 -62 -2 -62 -1 -89 -6 4 -1 79 -1 -87 -3 -91 1 -81 -1 31 0], 421.0, -81.0, 31.0
AM1V430 @A856F0, 19708, Thu Nov 02 16:35:42 GMT+01:00 2023, 12442, [-102 48 -118 -2 31 0 10 -5 37 -1 -51 -1 34 -2 -94 1 -73 -1 39 0], 418.0, -73.0, 39.0
AM1V430 @A856F0, 19761, Thu Nov 02 16:35:43 GMT+01:00 2023, 12448, [-96 48 122 -1 -128 0 -12 -5 -45 -2 83 -1 15 -1 -98 1 -54 -1 45 0], 414.0, -54.0, 45.0
AM1V430 @A856F0, 19813, Thu Nov 02 16:35:43 GMT+01:00 2023, 12455, [-89 48 -110 -1 21 0 -96 -3 47 -1 14 0 -109 -3 -91 1 -42 -1 54 0], 421.0, -42.0, 54.0
AM1V430 @A856F0, 19867, Thu Nov 02 16:35:43 GMT+01:00 2023, 12461, [-83 48 57 -1 -11 -2 -18 -3 -128 0 -53 -1 64 -2 -106 1 -34 -1 51 0], 406.0, -34.0, 51.0
AM1V430 @A856F0, 19918, Thu Nov 02 16:35:43 GMT+01:00 2023, 12467, [-77 48 -35 -2 -80 -3 -115 -4 -114 1 99 0 39 -2 -112 1 -49 -1 46 0], 400.0, -49.0, 46.0
AM1V430 @A856F0, 19972, Thu Nov 02 16:35:43 GMT+01:00 2023, 12473, [-71 48 58 -2 10 -3 62 -5 3 1 -126 -1 24 -1 -109 1 -72 -1 36 0], 403.0, -72.0, 36.0
AM1V430 @A856F0, 20007, Thu Nov 02 16:35:43 GMT+01:00 2023, 12480, [-64 48 -96 -2 82 -3 -57 -5 96 -1 -60 -1 -7 0 -104 1 -69 -1 34 0], 408.0, -69.0, 34.0
AM1V430 @A856F0, 20053, Thu Nov 02 16:35:43 GMT+01:00 2023, 12486, [-58 48 105 -1 70 -2 106 -4 -22 -3 -75 -2 72 1 -100 1 -48 -1 48 0], 412.0, -48.0, 48.0
AM1V430 @A856F0, 20109, Thu Nov 02 16:35:43 GMT+01:00 2023, 12492, [-52 48 -41 -2 -55 -2 -79 -4 88 -2 -53 -2 -117 2 -83 1 -46 -1 45 0], 429.0, -46.0, 45.0
AM1V430 @A856F0, 20159, Thu Nov 02 16:35:43 GMT+01:00 2023, 12498, [-46 48 119 -1 -16 -1 56 -3 32 -1 113 -1 -59 1 -62 1 -31 -1 51 0], 450.0, -31.0, 51.0
AM1V430 @A856F0, 20216, Thu Nov 02 16:35:43 GMT+01:00 2023, 12505, [-39 48 107 -1 87 0 32 -3 100 -1 -86 -1 -90 2 -47 1 -30 -1 54 0], 465.0, -30.0, 54.0
AM1V430 @A856F0, 20287, Thu Nov 02 16:35:43 GMT+01:00 2023, 12511, [-33 48 5 -1 54 0 17 -4 -9 0 31 2 -127 1 -46 1 -27 -1 49 0], 466.0, -27.0, 49.0
AM1V430 @A856F0, 20326, Thu Nov 02 16:35:43 GMT+01:00 2023, 12517, [-27 48 56 -1 -127 0 -88 -5 5 -1 -16 2 -18 1 -71 1 -24 -1 78 0], 441.0, -24.0, 78.0
AM1V430 @A856F0, 20356, Thu Nov 02 16:35:43 GMT+01:00 2023, 12523, [-21 48 24 0 -99 1 -60 -5 -123 0 84 4 101 2 -103 1 -21 -1 91 0], 409.0, -21.0, 91.0
AM1V430 @A856F0, 20407, Thu Nov 02 16:35:43 GMT+01:00 2023, 12530, [-14 48 -7 0 -106 2 -35 -5 -26 -2 -64 2 98 0 119 1 -19 -1 106 0], 375.0, -19.0, 106.0
AM1V430 @A856F0, 20462, Thu Nov 02 16:35:43 GMT+01:00 2023, 12536, [-8 48 -117 1 115 3 -9 -4 -40 -2 35 1 102 -1 104 1 -6 -1 117 0], 360.0, -6.0, 117.0
AM1V430 @A856F0, 20513, Thu Nov 02 16:35:43 GMT+01:00 2023, 12542, [-2 48 106 1 58 2 -13 -4 35 1 106 0 64 -3 90 1 0 0 115 0], 346.0, 0.0, 115.0
AM1V430 @A856F0, 20563, Thu Nov 02 16:35:43 GMT+01:00 2023, 12548, [4 49 98 0 81 1 17 -3 57 -1 -121 -1 -35 -3 77 1 -3 -1 118 0], 333.0, -3.0, 118.0
AM1V430 @A856F0, 20618, Thu Nov 02 16:35:43 GMT+01:00 2023, 12555, [11 49 34 0 -128 0 27 -4 79 1 7 0 -90 -4 68 1 -16 -1 112 0], 324.0, -16.0, 112.0
AM1V430 @A856F0, 20670, Thu Nov 02 16:35:43 GMT+01:00 2023, 12561, [17 49 -78 0 40 0 53 -3 12 1 114 -1 86 -3 56 1 -10 -1 109 0], 312.0, -10.0, 109.0
AM1V430 @A856F0, 20711, Thu Nov 02 16:35:43 GMT+01:00 2023, 12567, [23 49 101 -1 66 -1 -98 -4 42 2 -10 -1 22 -3 50 1 -31 -1 100 0], 306.0, -31.0, 100.0
AM1V430 @A856F0, 20755, Thu Nov 02 16:35:44 GMT+01:00 2023, 12573, [29 49 71 0 -95 -2 -29 -5 -76 1 -73 -1 109 -2 59 1 -46 -1 82 0], 315.0, -46.0, 82.0
AM1V430 @A856F0, 20811, Thu Nov 02 16:35:44 GMT+01:00 2023, 12580, [36 49 32 -1 39 -3 -85 -5 -127 2 116 -1 -124 -2 62 1 -51 -1 84 0], 318.0, -51.0, 84.0
AM1V430 @A856F0, 20866, Thu Nov 02 16:35:44 GMT+01:00 2023, 12586, [42 49 25 -1 97 -3 98 -5 29 0 94 -2 -22 -1 81 1 -64 -1 70 0], 337.0, -64.0, 70.0
AM1V430 @A856F0, 20916, Thu Nov 02 16:35:44 GMT+01:00 2023, 12592, [48 49 92 -1 -16 -3 -98 -5 -54 -2 -33 -2 -59 0 92 1 -57 -1 67 0], 348.0, -57.0, 67.0
AM1V430 @A856F0, 20969, Thu Nov 02 16:35:44 GMT+01:00 2023, 12598, [54 49 -65 -1 -109 -2 127 -4 38 -1 48 -1 89 1 95 1 -42 -1 66 0], 351.0, -42.0, 66.0
AM1V430 @A856F0, 21021, Thu Nov 02 16:35:44 GMT+01:00 2023, 12605, [61 49 -71 -1 30 -1 87 -4 -43 -2 43 -1 -71 1 108 1 -45 -1 75 0], 364.0, -45.0, 75.0
AM1V430 @A856F0, 21062, Thu Nov 02 16:35:44 GMT+01:00 2023, 12611, [67 49 -55 -1 -120 -1 53 -4 110 -1 60 -1 87 1 114 1 -46 -1 76 0], 370.0, -46.0, 76.0
AM1V430 @A856F0, 21108, Thu Nov 02 16:35:44 GMT+01:00 2023, 12617, [73 49 10 -1 -82 -1 -75 -4 74 -2 81 -1 22 2 -121 1 -27 -1 72 0], 391.0, -27.0, 72.0
AM1V430 @A856F0, 21157, Thu Nov 02 16:35:44 GMT+01:00 2023, 12623, [79 49 -125 0 -81 0 -39 -4 31 -2 -63 -1 -120 2 -112 1 -12 -1 88 0], 400.0, -12.0, 88.0
AM1V430 @A856F0, 21213, Thu Nov 02 16:35:44 GMT+01:00 2023, 12630, [86 49 -24 -1 20 1 -118 -3 57 -1 48 0 -77 1 -101 1 -3 -1 81 0], 411.0, -3.0, 81.0
AM1V430 @A856F0, 21266, Thu Nov 02 16:35:44 GMT+01:00 2023, 12636, [92 49 25 0 -7 0 -62 -4 -79 0 7 0 48 1 -86 1 -6 -1 85 0], 426.0, -6.0, 85.0
AM1V430 @A856F0, 21317, Thu Nov 02 16:35:44 GMT+01:00 2023, 12642, [98 49 33 -1 -26 0 -27 -4 17 2 -56 0 -7 -1 -85 1 -10 -1 81 0], 427.0, -10.0, 81.0
AM1V430 @A856F0, 21370, Thu Nov 02 16:35:44 GMT+01:00 2023, 12648, [104 49 99 -1 121 0 65 -5 118 1 12 1 -128 1 -91 1 -33 -1 70 0], 421.0, -33.0, 70.0
AM1V430 @A856F0, 21402, Thu Nov 02 16:35:44 GMT+01:00 2023, 12655, [111 49 32 -1 -54 0 -98 -5 68 1 -101 0 10 1 -89 1 -40 -1 72 0], 423.0, -40.0, 72.0
AM1V430 @A856F0, 21456, Thu Nov 02 16:35:44 GMT+01:00 2023, 12661, [117 49 -13 -2 52 0 -100 -4 31 1 114 -1 -43 2 -80 1 -34 -1 66 0], 432.0, -34.0, 66.0
AM1V430 @A856F0, 21510, Thu Nov 02 16:35:44 GMT+01:00 2023, 12667, [123 49 52 -1 22 0 127 -4 -79 2 74 -2 121 1 -38 1 -49 -1 37 0], 474.0, -49.0, 37.0
AM1V430 @A856F0, 21563, Thu Nov 02 16:35:44 GMT+01:00 2023, 12673, [-127 49 101 -1 -58 -1 -84 -4 56 1 -73 -4 -62 4 -8 1 -45 -1 16 0], 504.0, -45.0, 16.0
AM1V430 @A856F0, 21618, Thu Nov 02 16:35:44 GMT+01:00 2023, 12680, [-120 49 23 -2 105 -1 25 -4 -14 2 116 0 -19 3 37 2 -39 -1 -3 -1], 549.0, -39.0, -3.0
AM1V430 @A856F0, 21668, Thu Nov 02 16:35:44 GMT+01:00 2023, 12686, [-114 49 64 -1 89 -1 -66 -5 6 1 -38 -5 77 3 65 2 -25 -1 -28 -1], 577.0, -25.0, -28.0
AM1V430 @A856F0, 21720, Thu Nov 02 16:35:45 GMT+01:00 2023, 12692, [-108 49 -32 -3 1 -1 -80 -6 -127 0 -35 -1 39 3 74 2 -18 -1 -37 -1], 586.0, -18.0, -37.0
AM1V430 @A856F0, 21755, Thu Nov 02 16:35:45 GMT+01:00 2023, 12698, [-102 49 25 -1 -5 -1 -89 -4 -1 -5 8 4 -99 1 73 2 33 0 -15 -1], 585.0, 33.0, -15.0
AM1V430 @A856F0, 21806, Thu Nov 02 16:35:45 GMT+01:00 2023, 12705, [-95 49 43 -1 -98 -1 -117 -4 -41 -8 8 0 87 2 43 2 102 0 24 0], 555.0, 102.0, 24.0
AM1V430 @A856F0, 21858, Thu Nov 02 16:35:45 GMT+01:00 2023, 12711, [-89 49 87 -1 -51 0 30 -4 -69 -3 -22 2 108 -2 31 2 -114 0 49 0], 543.0, 142.0, 49.0
AM1V430 @A856F0, 21914, Thu Nov 02 16:35:45 GMT+01:00 2023, 12717, [-83 49 84 -1 -41 0 23 -4 102 -5 72 -2 101 -2 37 2 -84 0 46 0], 549.0, 172.0, 46.0
AM1V430 @A856F0, 21964, Thu Nov 02 16:35:45 GMT+01:00 2023, 12723, [-77 49 101 -1 79 1 47 -3 6 -4 36 1 -52 -5 38 2 -73 0 31 0], 550.0, 183.0, 31.0
AM1V430 @A856F0, 22018, Thu Nov 02 16:35:45 GMT+01:00 2023, 12730, [-70 49 26 -2 -17 0 91 -4 113 -2 -95 -1 27 -5 32 2 -76 0 40 0], 544.0, 180.0, 40.0
AM1V430 @A856F0, 22068, Thu Nov 02 16:35:45 GMT+01:00 2023, 12736, [-64 49 -54 -2 -108 1 79 -3 47 -1 -106 -2 -127 -3 56 2 -87 0 33 0], 568.0, 169.0, 33.0
AM1V430 @A856F0, 22102, Thu Nov 02 16:35:45 GMT+01:00 2023, 12742, [-58 49 -57 -1 -94 1 45 -3 -13 -1 28 4 8 -5 37 2 -109 0 40 0], 549.0, 147.0, 40.0
AM1V430 @A856F0, 22158, Thu Nov 02 16:35:45 GMT+01:00 2023, 12748, [-52 49 -25 -3 21 0 13 -4 50 3 -65 10 50 -9 -32 1 73 0 78 0], 480.0, 73.0, 78.0
AM1V430 @A856F0, 22211, Thu Nov 02 16:35:45 GMT+01:00 2023, 12755, [-45 49 51 -1 -61 0 66 -4 -88 1 -66 -7 -10 0 -67 1 43 0 78 0], 445.0, 43.0, 78.0
AM1V430 @A856F0, 22267, Thu Nov 02 16:35:45 GMT+01:00 2023, 12761, [-39 49 -96 -2 124 0 -37 -5 49 0 -11 -1 103 -2 -34 1 12 0 57 0], 478.0, 12.0, 57.0
AM1V430 @A856F0, 22319, Thu Nov 02 16:35:45 GMT+01:00 2023, 12767, [-33 49 -119 -2 110 0 114 -4 60 0 76 -2 -81 -1 -23 1 7 0 51 0], 489.0, 7.0, 51.0
AM1V430 @A856F0, 22369, Thu Nov 02 16:35:45 GMT+01:00 2023, 12773, [-27 49 28 -2 108 0 72 -4 -74 0 24 -5 -39 0 4 2 3 0 27 0], 516.0, 3.0, 27.0
AM1V430 @A856F0, 22420, Thu Nov 02 16:35:45 GMT+01:00 2023, 12780, [-20 49 -22 -3 8 0 -67 -3 -11 1 -47 -9 82 3 70 2 16 0 -21 -1], 582.0, 16.0, -21.0
AM1V430 @A856F0, 22454, Thu Nov 02 16:35:45 GMT+01:00 2023, 12786, [-14 49 61 -2 101 0 -98 -3 -97 8 -76 -3 -28 0 110 2 -12 -1 -76 -1], 622.0, -12.0, -76.0
AM1V430 @A856F0, 22509, Thu Nov 02 16:35:45 GMT+01:00 2023, 12792, [-8 49 -51 -4 18 -1 -21 -7 -23 -1 78 -2 5 3 98 2 -42 -1 -82 -1], 610.0, -42.0, -82.0
AM1V430 @A856F0, 22564, Thu Nov 02 16:35:45 GMT+01:00 2023, 12798, [-2 49 68 -2 -92 0 -95 -3 -30 -8 -83 -3 4 3 -116 2 39 0 -94 -1], 652.0, 39.0, -94.0
AM1V430 @A856F0, 22611, Thu Nov 02 16:35:45 GMT+01:00 2023, 12805, [5 50 99 -2 -51 0 -98 -3 14 -2 111 6 79 -2 -113 2 69 0 -63 -1], 655.0, 69.0, -63.0
AM1V430 @A856F0, 22666, Thu Nov 02 16:35:45 GMT+01:00 2023, 12811, [11 50 -46 -3 -112 0 21 -4 -38 -3 50 6 -99 0 68 2 60 0 4 0], 580.0, 60.0, 4.0
AM1V430 @A856F0, 22716, Thu Nov 02 16:35:45 GMT+01:00 2023, 12817, [17 50 -83 -2 -28 0 -31 -4 -79 -2 1 3 -20 -2 28 2 88 0 30 0], 540.0, 88.0, 30.0
AM1V430 @A856F0, 22769, Thu Nov 02 16:35:46 GMT+01:00 2023, 12823, [23 50 -65 -2 -59 0 -51 -4 -28 -2 86 4 46 -5 -8 1 73 0 63 0], 504.0, 73.0, 63.0
AM1V430 @A856F0, 22804, Thu Nov 02 16:35:46 GMT+01:00 2023, 12830, [30 50 57 -2 -69 0 59 -4 76 -1 45 1 -73 -1 -40 1 58 0 70 0], 472.0, 58.0, 70.0
AM1V430 @A856F0, 22858, Thu Nov 02 16:35:46 GMT+01:00 2023, 12836, [36 50 15 -1 14 1 -78 -4 70 0 113 0 -63 -1 -34 1 66 0 69 0], 478.0, 66.0, 69.0
AM1V430 @A856F0, 22909, Thu Nov 02 16:35:46 GMT+01:00 2023, 12842, [42 50 -25 -2 -43 0 92 -4 -98 0 -25 0 110 -1 -50 1 60 0 73 0], 462.0, 60.0, 73.0
AM1V430 @A856F0, 22963, Thu Nov 02 16:35:46 GMT+01:00 2023, 12848, [48 50 -12 -2 -48 0 67 -4 70 0 -32 0 53 0 -59 1 48 0 76 0], 453.0, 48.0, 76.0
AM1V430 @A856F0, 23012, Thu Nov 02 16:35:46 GMT+01:00 2023, 12855, [55 50 55 -1 -21 0 97 -4 35 0 -91 0 65 0 -64 1 46 0 78 0], 448.0, 46.0, 78.0
AM1V430 @A856F0, 23069, Thu Nov 02 16:35:46 GMT+01:00 2023, 12861, [61 50 56 -1 -35 0 88 -4 60 0 58 0 58 0 -73 1 40 0 84 0], 439.0, 40.0, 84.0
AM1V430 @A856F0, 23121, Thu Nov 02 16:35:46 GMT+01:00 2023, 12867, [67 50 90 -1 0 1 82 -4 -2 -1 6 0 119 0 -76 1 51 0 93 0], 436.0, 51.0, 93.0
AM1V430 @A856F0, 23155, Thu Nov 02 16:35:46 GMT+01:00 2023, 12873, [73 50 53 -1 -47 0 105 -4 53 0 -81 -1 -17 -1 -73 1 45 0 76 0], 439.0, 45.0, 76.0
AM1V430 @A856F0, 23206, Thu Nov 02 16:35:46 GMT+01:00 2023, 12880, [80 50 11 -1 -60 0 79 -4 126 0 -40 -1 -2 -1 -56 1 40 0 87 0], 456.0, 40.0, 87.0
AM1V430 @A856F0, 23260, Thu Nov 02 16:35:46 GMT+01:00 2023, 12886, [86 50 35 -1 -59 0 71 -4 35 0 -4 -1 23 0 -76 1 49 0 78 0], 436.0, 49.0, 78.0
AM1V430 @A856F0, 23314, Thu Nov 02 16:35:46 GMT+01:00 2023, 12892, [92 50 36 -1 -67 0 61 -4 34 0 79 0 0 0 -64 1 45 0 78 0], 448.0, 45.0, 78.0
AM1V430 @A856F0, 23367, Thu Nov 02 16:35:46 GMT+01:00 2023, 12898, [98 50 47 -1 -55 0 75 -4 0 0 68 0 24 0 -55 1 36 0 72 0], 457.0, 36.0, 72.0
AM1V430 @A856F0, 23420, Thu Nov 02 16:35:46 GMT+01:00 2023, 12905, [105 50 49 -1 -55 0 84 -4 22 0 25 0 8 0 -76 1 36 0 76 0], 436.0, 36.0, 76.0
AM1V430 @A856F0, 23469, Thu Nov 02 16:35:46 GMT+01:00 2023, 12911, [111 50 58 -1 -54 0 95 -4 14 0 56 0 29 0 -67 1 39 0 78 0], 445.0, 39.0, 78.0
AM1V430 @A856F0, 23501, Thu Nov 02 16:35:46 GMT+01:00 2023, 12917, [117 50 54 -1 -67 0 97 -4 77 0 23 0 9 0 -86 1 33 0 82 0], 426.0, 33.0, 82.0
AM1V430 @A856F0, 23557, Thu Nov 02 16:35:46 GMT+01:00 2023, 12923, [123 50 48 -1 -70 0 82 -4 28 0 2 0 13 0 -73 1 30 0 75 0], 439.0, 30.0, 75.0
AM1V430 @A856F0, 23612, Thu Nov 02 16:35:46 GMT+01:00 2023, 12930, [-126 50 44 -1 -83 0 78 -4 74 0 51 0 -9 -1 -77 1 22 0 78 0], 435.0, 22.0, 78.0
AM1V430 @A856F0, 23664, Thu Nov 02 16:35:46 GMT+01:00 2023, 12936, [-120 50 33 -1 -99 0 83 -4 27 0 55 0 8 0 -77 1 31 0 79 0], 435.0, 31.0, 79.0
AM1V430 @A856F0, 23715, Thu Nov 02 16:35:46 GMT+01:00 2023, 12942, [-114 50 56 -1 -57 0 60 -4 7 0 39 0 -28 -1 -83 1 33 0 84 0], 429.0, 33.0, 84.0
AM1V430 @A856F0, 23769, Thu Nov 02 16:35:47 GMT+01:00 2023, 12948, [-108 50 36 -1 -95 0 100 -4 -68 0 -57 0 11 0 -67 1 24 0 76 0], 445.0, 24.0, 76.0
AM1V430 @A856F0, 23822, Thu Nov 02 16:35:47 GMT+01:00 2023, 12955, [-101 50 58 -1 -78 0 127 -4 -12 -1 16 0 25 0 -64 1 30 0 76 0], 448.0, 30.0, 76.0
AM1V430 @A856F0, 23855, Thu Nov 02 16:35:47 GMT+01:00 2023, 12961, [-95 50 34 -1 -88 0 71 -4 -18 -1 4 0 25 0 -62 1 28 0 72 0], 450.0, 28.0, 72.0
AM1V430 @A856F0, 23909, Thu Nov 02 16:35:47 GMT+01:00 2023, 12967, [-89 50 32 -1 -99 0 69 -4 -32 -1 50 0 11 0 -79 1 22 0 73 0], 433.0, 22.0, 73.0
AM1V430 @A856F0, 23961, Thu Nov 02 16:35:47 GMT+01:00 2023, 12973, [-83 50 49 -1 -85 0 88 -4 -42 -1 58 0 23 0 -70 1 25 0 78 0], 442.0, 25.0, 78.0
AM1V430 @A856F0, 24014, Thu Nov 02 16:35:47 GMT+01:00 2023, 12980, [-76 50 73 -1 -62 0 93 -4 -38 -1 56 0 23 0 -79 1 27 0 78 0], 433.0, 27.0, 78.0
AM1V430 @A856F0, 24067, Thu Nov 02 16:35:47 GMT+01:00 2023, 12986, [-70 50 57 -1 -90 0 84 -4 9 0 -9 -1 -14 -1 -77 1 30 0 85 0], 435.0, 30.0, 85.0
AM1V430 @A856F0, 24119, Thu Nov 02 16:35:47 GMT+01:00 2023, 12992, [-64 50 45 -1 -85 0 63 -4 6 0 12 0 -14 -1 -74 1 16 0 82 0], 438.0, 16.0, 82.0
AM1V430 @A856F0, 24173, Thu Nov 02 16:35:47 GMT+01:00 2023, 12998, [-58 50 37 -1 -119 0 88 -4 -4 -1 -8 -1 16 0 -76 1 18 0 82 0], 436.0, 18.0, 82.0
AM1V430 @A856F0, 24203, Thu Nov 02 16:35:47 GMT+01:00 2023, 13005, [-51 50 55 -1 -93 0 88 -4 -14 -1 25 0 -3 -1 -77 1 24 0 72 0], 435.0, 24.0, 72.0
AM1V430 @A856F0, 24258, Thu Nov 02 16:35:47 GMT+01:00 2023, 13011, [-45 50 64 -1 -88 0 87 -4 -19 -1 1 0 21 0 -82 1 27 0 84 0], 430.0, 27.0, 84.0
AM1V430 @A856F0, 24308, Thu Nov 02 16:35:47 GMT+01:00 2023, 13017, [-39 50 47 -1 -100 0 72 -4 -6 -1 -2 -1 8 0 -83 1 18 0 73 0], 429.0, 18.0, 73.0
AM1V430 @A856F0, 24361, Thu Nov 02 16:35:47 GMT+01:00 2023, 13023, [-33 50 57 -1 -90 0 71 -4 -19 -1 4 0 10 0 -76 1 25 0 75 0], 436.0, 25.0, 75.0
AM1V430 @A856F0, 24411, Thu Nov 02 16:35:47 GMT+01:00 2023, 13030, [-26 50 53 -1 -90 0 66 -4 -21 -1 21 0 23 0 -79 1 19 0 75 0], 433.0, 19.0, 75.0
AM1V430 @A856F0, 24467, Thu Nov 02 16:35:47 GMT+01:00 2023, 13036, [-20 50 54 -1 -94 0 75 -4 -21 -1 -6 -1 16 0 -77 1 24 0 85 0], 435.0, 24.0, 85.0
AM1V430 @A856F0, 24536, Thu Nov 02 16:35:47 GMT+01:00 2023, 13042, [-14 50 59 -1 -88 0 98 -4 -9 -1 18 0 26 0 -77 1 25 0 72 0], 435.0, 25.0, 72.0
AM1V430 @A856F0, 24576, Thu Nov 02 16:35:47 GMT+01:00 2023, 13048, [-8 50 29 -1 -113 0 73 -4 -3 -1 28 0 -10 -1 -76 1 21 0 69 0], 436.0, 21.0, 69.0
