Titolo;DOI;Note
BikeMate: Bike Riding Behavior Monitoring with Smartphones;10.1145/3144457.3144462; interessante, si concentra prevalentemente sul rilevamento di stili di guida pericolosi (zigzagare tra le corsie, pedalare in piedi, pedalare contromano)
