T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],
395352, 438, -85, -863, -1470, 770, 700, 373, -159, 30, 983.78, 15.62
395392, 443, -79, -862, -1190, 910, 560, 378, -162, 34, 983.74, 15.62
395432, 442, -78, -862, -1260, 770, 700, 373, -171, 33, 983.75, 15.62
395472, 439, -81, -865, -1050, 700, 770, 381, -165, 33, 983.75, 15.63
395512, 439, -83, -863, -980, 560, 770, 379, -165, 25, 983.76, 15.62
395552, 442, -81, -863, -630, 490, 420, 376, -168, 33, 983.80, 15.62
395592, 439, -78, -864, -350, 700, 770, 384, -168, 28, 983.78, 15.62
395632, 438, -83, -862, -420, 700, 1050, 391, -163, 28, 983.77, 15.62
395658, 439, -84, -866, -1050, 700, 1050, 382, -166, 30, 983.80, 15.62
395672, 439, -84, -866, -1050, 700, 1050, 382, -165, 30, 983.80, 15.62
395698, 438, -89, -863, -1190, 700, 1050, 373, -160, 24, 983.74, 15.62
395712, 438, -89, -863, -1190, 700, 1050, 381, -162, 33, 983.74, 15.62
395738, 440, -85, -864, -1190, 700, 840, 382, -169, 30, 983.75, 15.62
395752, 440, -85, -864, -1190, 700, 840, 379, -169, 37, 983.75, 15.62
395778, 442, -84, -864, -1120, 700, 770, 379, -163, 30, 983.74, 15.62
395792, 442, -84, -864, -1120, 700, 770, 387, -166, 30, 983.74, 15.62
395818, 440, -86, -863, -1120, 700, 770, 375, -169, 37, 983.71, 15.62
395832, 440, -86, -863, -1120, 700, 770, 379, -165, 30, 983.71, 15.62
395858, 438, -85, -865, -1190, 700, 770, 388, -163, 24, 983.73, 15.63
395872, 438, -85, -865, -1190, 700, 770, 379, -156, 33, 983.73, 15.63
395898, 440, -84, -863, -1120, 700, 700, 382, -160, 27, 983.74, 15.63
395912, 440, -84, -863, -1120, 700, 700, 379, -156, 31, 983.74, 15.63
395938, 441, -84, -864, -1120, 700, 630, 369, -156, 25, 983.74, 15.63
395952, 441, -84, -864, -1120, 700, 630, 378, -154, 24, 983.74, 15.63
395978, 439, -88, -862, -1120, 700, 700, 381, -162, 27, 983.78, 15.63
395992, 439, -88, -862, -1120, 700, 700, 379, -162, 27, 983.78, 15.63
396018, 440, -85, -865, -1190, 700, 630, 375, -169, 37, 983.83, 15.63
396032, 440, -85, -865, -1190, 700, 630, 375, -169, 37, 983.83, 15.63
396058, 440, -81, -864, -1260, 700, 630, 378, -168, 33, 983.78, 15.63
396072, 440, -81, -864, -1260, 700, 630, 378, -168, 33, 983.78, 15.63
396098, 438, -90, -864, -1330, 700, 700, 385, -159, 28, 983.79, 15.63
396112, 438, -90, -864, -1330, 700, 700, 385, -159, 28, 983.79, 15.63
396138, 438, -91, -864, -1400, 700, 560, 378, -166, 37, 983.77, 15.63
396152, 438, -91, -864, -1400, 700, 560, 379, -162, 30, 983.77, 15.63
396178, 441, -83, -867, -1330, 770, 490, 381, -156, 27, 983.77, 15.63
396192, 441, -83, -867, -1330, 770, 490, 378, -166, 18, 983.77, 15.63
396218, 444, -83, -860, -1400, 700, 490, 379, -165, 22, 983.81, 15.63
396232, 444, -83, -860, -1400, 700, 490, 382, -162, 30, 983.81, 15.63
396258, 445, -88, -863, -1540, 630, 420, 375, -165, 33, 983.80, 15.63
396272, 445, -88, -863, -1540, 630, 420, 376, -163, 30, 983.80, 15.63
396298, 437, -86, -864, -1610, 630, 490, 382, -157, 25, 983.80, 15.63
396312, 437, -86, -864, -1610, 630, 490, 388, -168, 30, 983.80, 15.63
396338, 430, -84, -869, -1820, 700, 560, 384, -168, 33, 983.80, 15.63
396352, 430, -84, -869, -1820, 770, 560, 372, -162, 33, 983.80, 15.63
396378, 433, -91, -869, -1960, 770, 560, 385, -169, 27, 983.75, 15.63
396392, 433, -91, -869, -2100, 700, 420, 375, -156, 25, 983.75, 15.63
396418, 440, -92, -867, -2100, 700, 420, 388, -162, 27, 983.76, 15.62
396432, 444, -84, -863, -2240, 770, 210, 379, -154, 30, 983.76, 15.62
396458, 444, -84, -863, -2240, 770, 210, 379, -162, 30, 983.75, 15.63
396472, 444, -80, -863, -2310, 770, 140, 372, -166, 30, 983.75, 15.63
396498, 444, -80, -863, -2310, 770, 140, 376, -166, 33, 983.75, 15.63
396512, 435, -61, -869, -2170, 700, 70, 376, -163, 33, 983.75, 15.63
396538, 435, -61, -869, -2170, 700, 70, 379, -160, 30, 983.78, 15.63
396552, 435, -85, -864, -2170, 770, 420, 379, -160, 30, 983.78, 15.63
396578, 435, -85, -864, -2170, 770, 420, 381, -165, 27, 983.87, 15.63
396592, 449, -71, -867, -2240, 700, 350, 381, -165, 27, 983.87, 15.63
396618, 449, -71, -867, -2240, 700, 350, 381, -162, 30, 983.85, 15.63
396632, 462, -46, -841, -2310, 700, 560, 381, -162, 30, 983.85, 15.63
396658, 462, -46, -841, -2310, 700, 560, 375, -160, 22, 983.80, 15.63
396672, 452, -111, -873, -1820, 560, 700, 382, -162, 36, 983.80, 15.63
396698, 452, -111, -873, -1820, 560, 700, 376, -160, 40, 983.76, 15.64
396712, 452, -52, -852, -1750, 770, -70, 381, -165, 28, 983.76, 15.64
396738, 452, -52, -852, -1750, 770, -70, 381, -159, 31, 983.76, 15.64
396752, 450, -40, -867, -1400, 840, 490, 385, -156, 30, 983.76, 15.64
396778, 450, -40, -867, -1400, 840, 490, 382, -157, 31, 983.78, 15.64
